filename,Artist,Title,genre
classical.00040.wav, Henri Dutilleux, Ainsi la nuit for String Quartet: IV. Litanies 2,classical
classical.00041.wav, Henri Dutilleux, Ainsi la nuit for String Quartet: VII. Temps suspendu,classical
classical.00042.wav, Giovanni Gabrieli, Canzon XIII,classical
classical.00043.wav, Richard Strauss," Konzert Fur Waldhorn Mit Orchester, Op. 11, Allegro",classical
classical.00044.wav, George Gershwin, Rhapsody in Blue,classical
classical.00045.wav, Richard Strauss, Fuge Für Klavier,classical
classical.00046.wav, Karol Szymanowski," Violin Concerto No. 1, Op. 35",classical
classical.00047.wav, Leonard Bernstein," On the Town, Three Dance Episodes, Lonely town",classical
classical.00048.wav, George Gershwin, Rhapsody in Blue,classical
classical.00049.wav, Beethoven," Symphony No.1 in C, Op.21, Finale (Adagio - Allegro molto e vivace)",classical
classical.00050.wav, Samuel Barber, Adagio for Strings,classical
classical.00051.wav, Tchaikovsky," Symphony 6, mvt. 1",classical
classical.00052.wav, Leonard Bernstein, Candide Overture,classical
classical.00053.wav, Giovanni Gabrieli, Canzon XIII,classical
classical.00054.wav, Verdi," Rigoletto, Act 2, Tutte le feste al tiempo",classical
classical.00055.wav, Leonard Bernstein," Symphonic dances from West Side Story, Somewhere",classical
classical.00056.wav, Giovanni Rovetta, Solemn Mass for Feast of Santa Maria della Salute,classical
classical.00057.wav, Leonard Bernstein," Symphonic dances from West Side Story, Scherzo",classical
classical.00058.wav, Erik Satie,  Gymnopedies no. 3,classical
classical.00059.wav,N/A,N/A,classical
classical.00060.wav, Erik Satie, La Belle Excentrique,classical
classical.00061.wav,N/A,N/A,classical
classical.00062.wav,N/A,N/A,classical
classical.00063.wav, Franz Schubert," Piano Sonata No.21 in B flat, D.960, Molto moderato",classical
classical.00064.wav, Franz Schubert," Piano Sonata No.21 in B flat, D.960, Andante sostenuto",classical
classical.00065.wav, Franz Schubert," Piano Sonata No.21 in B flat, D.960, Scherzo",classical
classical.00066.wav, Franz Schubert," Piano Sonata No.21 in B flat, D.960, Allegro ma non troppo",classical
classical.00067.wav, Franz Schubert," Fantasy In C Major, ""Wanderer"", Allegro Con Fuoco Ma Non Troppo",classical
classical.00068.wav, Franz Joseph Haydn," Symphony No. 26 in D minor, ""Lamentatione"", Allegro assai con spirito",classical
classical.00069.wav, Franz Joseph Haydn," Symphony No. 26 in D minor, ""Lamentatione"", Adagio",classical
classical.00070.wav, Franz Joseph Haydn," Symphony No. 26 in D minor, ""Lamentatione"", Minuet and Trio",classical
classical.00071.wav, Franz Joseph Haydn," Symphony No. 35 in B flat major, Allegro di molto",classical
classical.00072.wav, Franz Joseph Haydn," Symphony No. 35 in B flat major, Andante",classical
classical.00073.wav, Franz Joseph Haydn," Symphony No. 35 in B flat major, Minuet and Trio",classical
classical.00074.wav, Franz Joseph Haydn," Symphony No. 35 in B flat major, Presto",classical
classical.00075.wav, Franz Joseph Haydn," Symphony No. 49 in F minor, Adagio",classical
classical.00076.wav, Franz Joseph Haydn," Symphony No. 49 in F minor, Allegro di molto",classical
classical.00077.wav, Beethoven," Piano Sonata No.8, ""Pathetique"", Grave",classical
classical.00078.wav, Beethoven," Piano Sonata No.8, ""Pathetique"", Adagio cantabile",classical
classical.00079.wav, Beethoven," Piano Sonata No.8, ""Pathetique"", Rondo, allegro",classical
classical.00080.wav, Tchaikovsky," Symphony 6, mvt. 1",classical
classical.00081.wav, Tchaikovsky," Symphony 6, mvt. 2",classical
classical.00082.wav, Percy Grainger, Hill-Song No. 2,classical
classical.00083.wav, Percy Grainger, Ye Banks and Braes o'Bonnie Doon,classical
classical.00084.wav, Percy Grainger, Let's Dance Gay in Green Meadow,classical
classical.00085.wav, Percy Grainger, Lads of Wamphray March,classical
classical.00086.wav, Percy Grainger, Shepherd's Hey,classical
classical.00087.wav, Percy Grainger, The Merry King,classical
classical.00088.wav, Percy Grainger, Molly on the Shore,classical
classical.00089.wav, Vivaldi," The Four Seasons, Op. 8: Spring: Allegro I.",classical
classical.00090.wav, Vivaldi," The Four Seasons, Op. 8: Spring: Largo e pianissimo sempre II.",classical
classical.00091.wav, Vivaldi," The Four Seasons, Op. 8: Spring: Allegro III.",classical
classical.00092.wav, Vivaldi,N/A,classical
classical.00093.wav, Vivaldi,N/A,classical
classical.00094.wav, Vivaldi," The Four Seasons, Op. 8: Summer: Allegro non molto; Allegro I.",classical
classical.00095.wav, Vivaldi," The Four Seasons, Op. 8: Summer: Adaio; Presto II.",classical
classical.00096.wav, Vivaldi," The Four Seasons, Op. 8: Summer: Presto - Tempo impetuoso d'estate III.",classical
classical.00097.wav, Vivaldi," Violin Concerto in A minor Op. 3 No. 6, first movement",classical
classical.00098.wav, Vivaldi," The Four Seasons, Op. 8: Autumn: Allegro I.",classical
classical.00099.wav, Vivaldi," The Four Seasons, Op. 8: Autumn: Adagio molto II.",classical
country.00000.wav, Faith Hill, Just To Hear You Say That You Love Me,country
country.00001.wav, Patty Loveless, That's the Kind of Mood I'm In,country
country.00002.wav,N/A, I Wish I Had A Nickel,country
country.00003.wav, Garth Brooks, If tomorrow never comes,country
country.00004.wav, Suzy Bogguss, Outbound Plane,country
country.00005.wav, Shania Twain, You Win My Love,country
country.00006.wav, John Anderson, Straight Tequila Night,country
country.00007.wav, Travis Tritt, Best Of Intentions,country
country.00008.wav, Vince Gill, Never Knew Lonely,country
country.00009.wav, The Clark Family Experience," Meanwhile, back at the ranch",country
country.00010.wav, Don Gibson, I Can't Stop Loving You,country
country.00011.wav, Patsy Cline," A Church, a Courtroom, and Then Goodbye",country
country.00012.wav, Billy Joe Shaver, Music City,country
country.00013.wav, Loretta Lynn, Let Your Love Flow,country
country.00014.wav, Nina Martinique, Silver Threads And Golden Needles,country
country.00015.wav, George Jones, White Lightening,country
country.00016.wav, Johnny Cash, I Walk The Line,country
country.00017.wav, Floyd Cramer, San Antonio Rose,country
country.00018.wav, Billie Jo Spears, I'm Gonna Be A Country Girl Again,country
country.00019.wav, Willie Nelson, Shelter Of My Arms,country
country.00020.wav, Ray Peterson, Tell Laura I Love Her,country
country.00021.wav, Burt Bacharach, Raindrops Keep Falling on my Head,country
country.00022.wav, Karl Denver, Love Me With All Your Heart,country
country.00023.wav, Kenny Rogers, Today I Started Loving You Again,country
country.00024.wav, Hank Williams, Your Cheatin' Heart,country
country.00025.wav, Emmylou Harris, Love Hurts,country
country.00026.wav, Willie Nelson, Home Is Where You're Happy,country
country.00027.wav, Billy Joe Shaver, Chicken On The Ground,country
country.00028.wav, Jerry Lee Lewis, Would You Take Another Chance On Me,country
country.00029.wav, Johnny Rodriguez, Ridin' My Thumb To Mexico,country
country.00030.wav,N/A,N/A,country
country.00031.wav,N/A, Come On Joe,country
country.00032.wav, Sonny Throckmorton, The Last Cheaters Waltz,country
country.00033.wav, The Kendalls, Teach me to cheat,country
country.00034.wav, Merle Haggard, Sally let your bangs hang down,country
country.00035.wav, The Statler Brothers, Oh Baby Mine (I Get So Lonely),country
country.00036.wav, Johnny Paycheck, Old Violin,country
country.00037.wav, Larry Boone, Don't give candy to a stranger,country
country.00038.wav,N/A, Our Last Night,country
country.00039.wav, Wayne Toups & Zydecajun , Johnnie Can't Dance,country
country.00040.wav, Kentucky Headhunters, Dumas Walker,country
country.00041.wav, Johnny Cash, Goin' By The Book,country
country.00042.wav, Normaltown Flyers, Rockin' The Love Boat,country
country.00043.wav, Sammy Kershaw, Cadillac Style,country
country.00044.wav, Wesley Dennis, It Ain't Fair,country
country.00045.wav, Shania Twain, Any Man Of Mine,country
country.00046.wav, Jimmie Skinner, I Found My Girl In The USA,country
country.00047.wav,N/A, I Found My Girl In The USA,country
country.00048.wav, Johnny Preston, Running Bear,country
country.00049.wav, George Jones, Out Of Control,country
country.00050.wav, Vince Gill, Never Alone,country
country.00051.wav, Vince Gill, Never Knew Lonely,country
country.00052.wav, Vince Gill, When I Call Your Name,country
country.00053.wav, Vince Gill, Liza Jane,country
country.00054.wav, Vince Gill, Look At Us,country
country.00055.wav, Vince Gill, Take Your Memory With You,country
country.00056.wav, Vince Gill, Pocket Full Of Gold,country
country.00057.wav, Vince Gill, The Heart Won't Lie,country
country.00058.wav, Vince Gill, Don't Let Our Love Start Slippin' Away,country
country.00059.wav, Vince Gill, I Still Believe In You,country
country.00060.wav, Vince Gill, No Future In The Past,country
country.00061.wav, Vince Gill, Tryin' To Get Over You,country
country.00062.wav, Vince Gill, One More Last Chance,country
country.00063.wav, Vince Gill, I Can't Tell You Why,country
country.00064.wav, Vince Gill, I Will Always Love You,country
country.00065.wav, Willie Nelson, Blue Eyes Crying In The Rain,country
country.00066.wav, Willie Nelson, If You've Got The Money I've Got The Time,country
country.00067.wav, Willie Nelson, Georgia On My Mind,country
country.00068.wav, Willie Nelson, Blue Skies,country
country.00069.wav, Willie Nelson, My Heroes Have Always Been Cowboys,country
country.00070.wav, Willie Nelson, On the road again,country
country.00071.wav, Willie Nelson, Always On My Mind,country
country.00072.wav, Willie Nelson, City Of New Orleans,country
country.00073.wav, Willie Nelson, Forgiving You Was Easy,country
country.00074.wav, Willie Nelson, Living In The Promiseland,country
country.00075.wav, Willie Nelson, Midnight Rider,country
country.00076.wav, Willie Nelson, Remember Me (When The Candle Lights Are Gleaming),country
country.00077.wav, Willie Nelson, Uncloudy Day,country
country.00078.wav, Willie Nelson, Angel Flying Too Close To The Ground,country
country.00079.wav, Willie Nelson, The Last Thing I Needed First Thing This Morning,country
country.00080.wav, Willie Nelson, Nothing I Can Do About It Now,country
country.00081.wav, Brad Paisley, Long Sermon,country
country.00082.wav, Brad Paisley, Me Neither,country
country.00083.wav, Brad Paisley, Who Needs Pictures,country
country.00084.wav, Brad Paisley, Don't Breathe,country
country.00085.wav, Brad Paisley, He Didn't Have To Be,country
country.00086.wav, Brad Paisley, It Never Woulda Worked Out Anyway,country
country.00087.wav, Brad Paisley, Holdin' On To You,country
country.00088.wav, Brad Paisley, I've Been Better,country
country.00089.wav, Brad Paisley, We Danced,country
country.00090.wav, Brad Paisley, Sleepin' On The Foldout,country
country.00091.wav, Brad Paisley, Cloud Of Dust,country
country.00092.wav, Brad Paisley, The Nervous Breakdown,country
country.00093.wav, Brad Paisley, In the Garden,country
country.00094.wav, George Strait, I Just Want To Dance With You,country
country.00095.wav, George Strait, One Step At A Time,country
country.00096.wav, George Strait, True,country
country.00097.wav, George Strait, Remember The Alamo,country
country.00098.wav, George Strait, Maria,country
country.00099.wav, George Strait, We Really Shouldn't Be Doing This,country
disco.00000.wav, Boz Scaggs, Lowdown,disco
disco.00001.wav, Gloria Gaynor, I Will Survive,disco
disco.00002.wav, Archie Bell and The Drells, Look Back Over Your Shoulder,disco
disco.00003.wav, Don Armando, Deputy of Love,disco
disco.00004.wav, Carl Douglas, Run Back,disco
disco.00005.wav, Odyssey, Native New Yorker,disco
disco.00006.wav, Alec R. Costandinos, Romeo And Juliet,disco
disco.00007.wav, Miquel Brown," So Many Men, So Little Time",disco
disco.00008.wav, Ashford & Simpson, Found A Cure,disco
disco.00009.wav, Osibisa, Get Up,disco
disco.00010.wav, Cheryl Lynn, Encore,disco
disco.00011.wav, Billy Ocean, Can You Feel It,disco
disco.00012.wav, Carl Carlton, She's A Bad Mama Jama,disco
disco.00013.wav, Donna Summer, Back Off Boogaloo,disco
disco.00014.wav, Bee Gees, Staying Alive,disco
disco.00015.wav, Heatwave, Boogie Nights,disco
disco.00016.wav, Earth Wind and Fire, Sing a Song,disco
disco.00017.wav, Ottawan, You're Ok,disco
disco.00018.wav,N/A,N/A,disco
disco.00019.wav, New York City, I'm Doing Fine Now,disco
disco.00020.wav, Clarence Carter, Patches,disco
disco.00021.wav, Gloria Gaynor, Never Can Say Goodbye,disco
disco.00022.wav, The Gibson Brothers, Ooh! What A Life,disco
disco.00023.wav, Latoya Jackson, Playboy (Be Me),disco
disco.00024.wav, Ottawan," Help, Get Me Some Help",disco
disco.00025.wav, Evelyn Thomas, High Energy,disco
disco.00026.wav, Latoya Jackson, (Baby) Do The Salsa,disco
disco.00027.wav, The Sugarhill Gang, Rapper's Delight,disco
disco.00028.wav, The Gibson Brothers, Better Do It Salsa,disco
disco.00029.wav, Evelyn Thomas, Heartless,disco
disco.00030.wav, The Gibson Brothers, Latin America,disco
disco.00031.wav, The Three Degrees,N/A,disco
disco.00032.wav, David Christie, Saddle Up,disco
disco.00033.wav, The Tymes, You Little Trustmaker,disco
disco.00034.wav, Evelyn Thomas, Reflections,disco
disco.00035.wav, The Gibson Brothers, Cuba,disco
disco.00036.wav,N/A,N/A,disco
disco.00037.wav, The Gibson Brothers, Que Sera Mi Vida,disco
disco.00038.wav, Gloria Gaynor, I Am What I Am,disco
disco.00039.wav, George McCrae, I Can't Leave You Alone,disco
disco.00040.wav,N/A,N/A,disco
disco.00041.wav, Heatwave, Always and Forever,disco
disco.00042.wav, Disco Tex & The Sex-O-Lettes, I Wanna Dance Wit' Choo,disco
disco.00043.wav, Harold Melvin & The Blue Notes, Satisfaction Guaranteed,disco
disco.00044.wav, Ottawan, Hands Up (Give Me Your Heart),disco
disco.00045.wav, Ottawan, D.i.s.c.o.,disco
disco.00046.wav, Donna Summer, Hot Stuff,disco
disco.00047.wav, Barbra Streisand and Donna Summer, No More Tears (Enough Is Enough),disco
disco.00048.wav, Carl Douglas, Kung Fu Fighting,disco
disco.00049.wav, KC and The Sunshine Band, Boogie Shoes,disco
disco.00050.wav, KC and The Sunshine Band, That's The Way (I Like It),disco
disco.00051.wav, KC and The Sunshine Band, That's The Way (I Like It),disco
disco.00052.wav, Village People, In the Navy,disco
disco.00053.wav, Amii Stewart, Knock On Wood,disco
disco.00054.wav, Chic, I Want Your Love,disco
disco.00055.wav, The Trammps, Disco Inferno,disco
disco.00056.wav, Earth Wind and Fire, Fantasy,disco
disco.00057.wav,N/A, Auld Lang Syne,disco
disco.00058.wav,N/A,N/A,disco
disco.00059.wav, Earth Wind and Fire, Let's Groove Tonight,disco
disco.00060.wav, The Trammps, Disco Inferno,disco
disco.00061.wav, Anita Ward, Ring My Bell,disco
disco.00062.wav, Peter Brown, Dance With Me,disco
disco.00063.wav, Boney M., She's Crazy Like a Fool,disco
disco.00064.wav," Lipps, Inc.", Funkytown,disco
disco.00065.wav,N/A,N/A,disco
disco.00066.wav, Peaches and Herb, Shake Your Groove Thing,disco
disco.00067.wav, ABBA, Dancing Queen,disco
disco.00068.wav, ABBA, Take A Chance On Me,disco
disco.00069.wav, Peaches and Herb, Shake Your Groove Thing,disco
disco.00070.wav, KC and The Sunshine Band , That's The Way (I Like It),disco
disco.00071.wav, KC and The Sunshine Band, Get Down Tonight,disco
disco.00072.wav, ABBA, Mamma Mia,disco
disco.00073.wav, KC and The Sunshine Band, I'm Your Boogie Man,disco
disco.00074.wav, KC and The Sunshine Band, Get Down Tonight,disco
disco.00075.wav, Village People, Macho Man,disco
disco.00076.wav, Love and Kisses, Thank God It's Friday,disco
disco.00077.wav, Tavares, Heaven must be missing an angel,disco
disco.00078.wav, Gloria Gaynor, I Am What I Am,disco
disco.00079.wav, Peter Brown, Love Is Just The Game,disco
disco.00080.wav,N/A,N/A,disco
disco.00081.wav,N/A,N/A,disco
disco.00082.wav, GQ, Disco Nights (Rock-Freak),disco
disco.00083.wav, Rick Dees, Disco Duck,disco
disco.00084.wav,N/A,N/A,disco
disco.00085.wav, Tom Tom Club, Wordy Rappinghood,disco
disco.00086.wav, Alicia Bridges, I love the night life,disco
disco.00087.wav, The Supremes, He's My Man,disco
disco.00088.wav, Meco, Star Wars Theme,disco
disco.00089.wav, The Trammps, Disco Inferno,disco
disco.00090.wav, Village People, Fire Island,disco
disco.00091.wav, Silver Convention, Fly Robin Fly,disco
disco.00092.wav, Blondie, Heart Of Glass,disco
disco.00093.wav, Van McCoy, The Hustle,disco
disco.00094.wav, Bronski Beat, WHY?,disco
disco.00095.wav, Donna Summer, Bad Girls,disco
disco.00096.wav, Shirley & Company," Shame, Shame, Shame",disco
disco.00097.wav,N/A,N/A,disco
disco.00098.wav, Boney M., Rasputin,disco
disco.00099.wav, Boney M., Rasputin,disco
hiphop.00000.wav, Afrika Bambaataa, Looking for the Perfect Beat,hiphop
hiphop.00001.wav, Wu-Tang Clan, Triumph,hiphop
hiphop.00002.wav, De La Soul, Buddy,hiphop
hiphop.00003.wav, Ice Cube, Friday,hiphop
hiphop.00004.wav, De La Soul, It Ain't All Good,hiphop
hiphop.00005.wav, Ice Cube, We Be Clubbin' (DMX Jungle remix),hiphop
hiphop.00006.wav, Ice Cube, You Can Do It,hiphop
hiphop.00007.wav, Wu-Tang Clan, Gravel Pit,hiphop
hiphop.00008.wav, Beastie Boys, Slow And Low,hiphop
hiphop.00009.wav, Beastie Boys, Shake Your Rump,hiphop
hiphop.00010.wav, Beastie Boys, Skills To Pay The Bills,hiphop
hiphop.00011.wav, Beastie Boys, Root Down,hiphop
hiphop.00012.wav, Beastie Boys, Sure Shot,hiphop
hiphop.00013.wav, Beastie Boys, Body Movin' (Fatboy Slim Remix),hiphop
hiphop.00014.wav, Beastie Boys, Fight For Your Right,hiphop
hiphop.00015.wav, Beastie Boys, Bodhisattva Vow,hiphop
hiphop.00016.wav, Beastie Boys, Alive,hiphop
hiphop.00017.wav, Beastie Boys, Jimmy James,hiphop
hiphop.00018.wav, Beastie Boys, Three MC's and One DJ,hiphop
hiphop.00019.wav, Beastie Boys, Shadrach,hiphop
hiphop.00020.wav, Beastie Boys, Brass Monkey,hiphop
hiphop.00021.wav, Beastie Boys, The Negotiation Limerick File,hiphop
hiphop.00022.wav, Beastie Boys, Get It Together,hiphop
hiphop.00023.wav, Beastie Boys, Remote Control,hiphop
hiphop.00024.wav, Beastie Boys, Hey Ladies,hiphop
hiphop.00025.wav, Beastie Boys, Intergalactic,hiphop
hiphop.00026.wav, 3LW, No More (Baby I'ma Do Right),hiphop
hiphop.00027.wav, The Ambassador, One-Two,hiphop
hiphop.00028.wav, Dirt, Divine Lines,hiphop
hiphop.00029.wav, Aaliyah, Try Again,hiphop
hiphop.00030.wav,N/A,N/A,hiphop
hiphop.00031.wav, Pink, Can't Take Me Home,hiphop
